ID,CONCEPT,DOCULECT,FORM,TOKENS
7318,mountain,NORTHERN SORSOGON,bulud,b u l u d
7410,mountain,OAS,bukid,b u k i d
7502,mountain,PALAWANO BATAK,,
7594,mountain,PANGASINAN,,
7686,mountain,PANGUTARAN SAMA,,
7778,mountain,PROTO PALAWAN,bukid,b u k i d
7870,mountain,QUEZON PALAWAN,bukid,b u k i d
7962,mountain,ROMBLOMANON 2,bakujud,b a k u j u d
8054,mountain,SAMAL,buud,b uu d
8146,mountain,SAMBAL BOTOLAN,bakil,b a k i l
8238,mountain,SANGIL SARANGANI ISLANDS,budəʔ,b u d ə ʔ
8330,mountain,SEDANG,ŋo,ŋ o
8422,mountain,SIBUTU SOUTHERN SAMA,,
8514,mountain,SOGODNIN BORACAY,,
8606,mountain,SOUTH SAAMI,Cjakə,j a k ə
8698,mountain,SOUTHERN CATANDUANES,bulud,b u l u d
8790,mountain,SOUTHERN SORSOGON,bulud,b u l u d
8882,mountain,SOUTHWEST PALAWANO,,
8974,mountain,SPANISH,sero,s e r o
9066,mountain,SUBANON SIOCON,bontod,b o n t o d
9158,mountain,SUBANUN SINDANGAN,bəntud,b ə n t u d
9250,mountain,SURIGAONON,,
9342,mountain,TAGABAWA,pabuŋan,p a b u ŋ a n
9434,mountain,TAGABILI,bulul,b u l u l
9526,mountain,TAGALOG,bundok,b u n d o k
9618,mountain,TAGBANWA ABORLAN,bukid,b u k i d
9710,mountain,TAGBANWA KALAMIAN,bukid,b u k i d
9802,mountain,TAUSUG,buud,b uu d
9894,mountain,TIMUGON MURUT,,
9986,mountain,TIRURAY,menitej,m e n i t e j
10078,mountain,TURKISH,da silsilesi,d a # s i ls i l e s i
10170,mountain,UGARITIC,gbl,g b l
10262,mountain,UMIRAY DUMAGET AGTA,,
10354,mountain,WARAY WARAY,,
10446,mountain,YAKAN,,
10538,mountain,YOGAD,bakulud,b a k u l u d
10630,mountain,ZAMBOANGUENO,bu*dak,b u d a k
10722,mountain,IMOROD,,
10814,mountain,BABUYAN,,
10906,mountain,BISAYA SABAH,bukit,b u k i t
10998,mountain,CAPIZNON,,
11090,mountain,FINALLIG,,
11182,mountain,HILIGAYNON,,
11274,mountain,INABAKNON,,
11366,mountain,KALAGAN KAAGAN,,
11458,mountain,KANKANAEY,,
11550,mountain,MANDAYAN BOSO,bətaj,b ə t a j
11642,mountain,MANDAYAN ISLAM PISO,butaj,b u t a j
11734,mountain,SINAUNA,,
11826,mountain,SOUTHERN KALINGA,,
51,mouth,AGTA,,
143,mouth,AKLANON,,
235,mouth,ARTA,,
327,mouth,ATTA PAMPLONA,,
419,mouth,BAJAU WEST COAST,,
511,mouth,BALANGAW,,
603,mouth,BALANGINGI SAMA,,
695,mouth,BANTON BANTOANON,,
787,mouth,BASQUE,aho,a h o
879,mouth,BATAK PALAWAN,,
971,mouth,BILAAN KORONADAL,,
1063,mouth,BILAAN SARANGANI,,
1155,mouth,BONGGI,,
1247,mouth,BONTOC GUINAANG,,
1339,mouth,BUHI,,
1431,mouth,BUKIDNON BINUKID,baʔbaʔ,b a ʔ b a ʔ
1523,mouth,BUTUANON,,
1615,mouth,CAIJIA,,
1707,mouth,CEBUANO,,
1799,mouth,CENTRAL TAGBANWA,,
1891,mouth,CUYONON,,
1983,mouth,DARAGA,,
2075,mouth,DUMAGAT CASIGURAN,,
2167,mouth,DUPANINGAN AGTA,,
2259,mouth,ENGLISH,mau8,m a u
2351,mouth,ESKAYAN,,
2443,mouth,ESTONIAN,su,s u
2535,mouth,FINNISH,suu,s uu
2627,mouth,FUZHOU CHINESE,,
2719,mouth,GADDANG,,
2811,mouth,HANUNOO,bibig,b i b i g
2903,mouth,HIGAONON BINUKID,baʔbaʔ,b a ʔ b a ʔ
2995,mouth,HUNGARIAN,sadʒ,s a dʒ
3087,mouth,IBANAG,,
3179,mouth,IDAAN,,
3271,mouth,IFUGAO AMGANAD,,
3363,mouth,IFUGAO BATAD,,
3455,mouth,IFUGAO BAYNINAN,,
3547,mouth,ILOKANO,,
3639,mouth,ILONGOT KAKIDUGEN,,
3731,mouth,INIBALOI,,
3823,mouth,IRANUN,,
3915,mouth,IRIGA,,
4007,mouth,ISNAG,,
4099,mouth,ITAWIT,,
4191,mouth,ITNEG BINONGAN,,
4283,mouth,JAPANESE,kuCi,k u i
4375,mouth,KADAZAN,,
4467,mouth,KAGAYANEN,,
4559,mouth,KALAGAN,,
4651,mouth,KALINGA GUINAANG,,
4743,mouth,KALINGA LIMOS,,
4835,mouth,KALLAHAN KAYAPA PROPER,,
4927,mouth,KANKANAY NORTHERN,,
5019,mouth,KAPAMPANGAN,asbuk,a s b u k
5111,mouth,KINARAY A,,
5203,mouth,KOREAN,ip,i p
5295,mouth,LEGAZPI,,
5387,mouth,LIBON,,
5479,mouth,LIVE,,
5571,mouth,MAMANWA,,
5663,mouth,MANIDE,,
5755,mouth,MANOBO ATA,,
5847,mouth,MANOBO DIBABAWON,,
5939,mouth,MANOBO ILIANEN,,
6031,mouth,MANOBO KALAMANSIG COTABATO,,
6123,mouth,MANOBO SARANGANI,,
6215,mouth,MANOBO TIGWA,,
6307,mouth,MANOBO WESTERN BUKIDNON,,
6399,mouth,MANSAKA,,
6491,mouth,MAPUN,,
6583,mouth,MARANAO,,
6675,mouth,MASBATENYO,,
6767,mouth,MINANGALI LOWER TANUDAN KALINGA,,
6859,mouth,MOKSHA,kurga,k u r g a
6951,mouth,MOLBOG,,
7043,mouth,MONGOLIAN,,
7135,mouth,MORO MAGINDANAU,,
7227,mouth,NORTHERN CATANDUANES,,
7319,mouth,NORTHERN SORSOGON,,
7411,mouth,OAS,,
7503,mouth,PALAWANO BATAK,,
7595,mouth,PANGASINAN,,
7687,mouth,PANGUTARAN SAMA,,
7779,mouth,PROTO PALAWAN,,
7871,mouth,QUEZON PALAWAN,,
7963,mouth,ROMBLOMANON 2,,
8055,mouth,SAMAL,,
8147,mouth,SAMBAL BOTOLAN,,
8239,mouth,SANGIL SARANGANI ISLANDS,,
8331,mouth,SEDANG,rokoŋ,r o k o ŋ
8423,mouth,SIBUTU SOUTHERN SAMA,,
8515,mouth,SOGODNIN BORACAY,,
8607,mouth,SOUTH SAAMI,,
8699,mouth,SOUTHERN CATANDUANES,,
8791,mouth,SOUTHERN SORSOGON,,
8883,mouth,SOUTHWEST PALAWANO,,
8975,mouth,SPANISH,boka,b o k a
9067,mouth,SUBANON SIOCON,,
9159,mouth,SUBANUN SINDANGAN,,
9251,mouth,SURIGAONON,,
9343,mouth,TAGABAWA,,
9435,mouth,TAGABILI,,
9527,mouth,TAGALOG,buŋaŋa,b u ŋ a ŋ a
9619,mouth,TAGBANWA ABORLAN,,
9711,mouth,TAGBANWA KALAMIAN,,
9803,mouth,TAUSUG,,
9895,mouth,TIMUGON MURUT,,
9987,mouth,TIRURAY,,
10079,mouth,TURKISH,ajəz,a j ə z
10171,mouth,UGARITIC,,
10263,mouth,UMIRAY DUMAGET AGTA,,
10355,mouth,WARAY WARAY,,
10447,mouth,YAKAN,,
10539,mouth,YOGAD,,
10631,mouth,ZAMBOANGUENO,,
10723,mouth,IMOROD,ŋoŋoj,ŋ o ŋ o j
10815,mouth,BABUYAN,,
10907,mouth,BISAYA SABAH,,
10999,mouth,CAPIZNON,,
11091,mouth,FINALLIG,,
11183,mouth,HILIGAYNON,,
11275,mouth,INABAKNON,,
11367,mouth,KALAGAN KAAGAN,,
11459,mouth,KANKANAEY,,
11551,mouth,MANDAYAN BOSO,,
11643,mouth,MANDAYAN ISLAM PISO,,
11735,mouth,SINAUNA,,
11827,mouth,SOUTHERN KALINGA,,
52,name,AGTA,ŋogan,ŋ o g a n
144,name,AKLANON,ŋaxan,ŋ a x a n
236,name,ARTA,ŋadin,ŋ a d i n
328,name,ATTA PAMPLONA,ŋagan,ŋ a g a n
420,name,BAJAU WEST COAST,oron,o r o n
512,name,BALANGAW,ŋadon,ŋ a d o n
604,name,BALANGINGI SAMA,on,o n
696,name,BANTON BANTOANON,ŋajan,ŋ a j a n
788,name,BASQUE,izen,i z e n
880,name,BATAK PALAWAN,ŋaran,ŋ a r a n
972,name,BILAAN KORONADAL,dagit,d a g i t
1064,name,BILAAN SARANGANI,dagit,d a g i t
1156,name,BONGGI,eŋardn,e ŋ a r d n
1248,name,BONTOC GUINAANG,ŋadan,ŋ a d a n
1340,name,BUHI,ŋaran,ŋ a r a n
1432,name,BUKIDNON BINUKID,ŋaran,ŋ a r a n
1524,name,BUTUANON,ŋan,ŋ a n
1616,name,CAIJIA,mi,m i
1708,name,CEBUANO,ŋalan,ŋ a l a n
1800,name,CENTRAL TAGBANWA,ŋalan,ŋ a l a n
1892,name,CUYONON,aran,a r a n
1984,name,DARAGA,ŋaran,ŋ a r a n
2076,name,DUMAGAT CASIGURAN,ŋahen,ŋ a h e n
2168,name,DUPANINGAN AGTA,nagEn,n a g n
2260,name,ENGLISH,nem,n e m
2352,name,ESKAYAN,laŋgis,l a ŋ g i s
2444,name,ESTONIAN,nimi,n i m i
2536,name,FINNISH,nimi,n i m i
2628,name,FUZHOU CHINESE,miaŋcei,m i a ŋ c e i
2720,name,GADDANG,ŋan,ŋ a n
2812,name,HANUNOO,ŋaran,ŋ a r a n
2904,name,HIGAONON BINUKID,ŋaran,ŋ a r a n
2996,name,HUNGARIAN,nev,n e v
3088,name,IBANAG,ŋagan,ŋ a g a n
3180,name,IDAAN,naran,n a r a n
3272,name,IFUGAO AMGANAD,ŋadan,ŋ a d a n
3364,name,IFUGAO BATAD,ŋadan,ŋ a d a n
3456,name,IFUGAO BAYNINAN,ŋadan,ŋ a d a n
3548,name,ILOKANO,nagan,n a g a n
3640,name,ILONGOT KAKIDUGEN,ŋadən,ŋ a d ə n
3732,name,INIBALOI,ŋaran,ŋ a r a n
3824,name,IRANUN,ŋaran,ŋ a r a n
3916,name,IRIGA,ŋaran,ŋ a r a n
4008,name,ISNAG,ŋagan,ŋ a g a n
4100,name,ITAWIT,nEhEn,n n
4192,name,ITNEG BINONGAN,ŋalan,ŋ a l a n
4284,name,JAPANESE,na,n a
4376,name,KADAZAN,ŋan,ŋ a n
4468,name,KAGAYANEN,ŋaran,ŋ a r a n
4560,name,KALAGAN,ŋalan,ŋ a l a n
4652,name,KALINGA GUINAANG,ŋadan,ŋ a d a n
4744,name,KALINGA LIMOS,ŋadan,ŋ a d a n
4836,name,KALLAHAN KAYAPA PROPER,ŋadan,ŋ a d a n
4928,name,KANKANAY NORTHERN,ŋadan,ŋ a d a n
5020,name,KAPAMPANGAN,lagjuʔ,l a g j u ʔ
5112,name,KINARAY A,,
5204,name,KOREAN,irum,i r u m
5296,name,LEGAZPI,ŋaran,ŋ a r a n
5388,name,LIBON,ŋaran,ŋ a r a n
5480,name,LIVE,nim,n i m
5572,name,MAMANWA,ŋaran,ŋ a r a n
5664,name,MANIDE,ŋadon,ŋ a d o n
5756,name,MANOBO ATA,ŋadan,ŋ a d a n
5848,name,MANOBO DIBABAWON,ŋadan,ŋ a d a n
5940,name,MANOBO ILIANEN,ŋaran,ŋ a r a n
6032,name,MANOBO KALAMANSIG COTABATO,ŋadan,ŋ a d a n
6124,name,MANOBO SARANGANI,ŋadan,ŋ a d a n
6216,name,MANOBO TIGWA,ŋadan,ŋ a d a n
6308,name,MANOBO WESTERN BUKIDNON,ŋazan,ŋ a z a n
6400,name,MANSAKA,aran,a r a n
6492,name,MAPUN,awon,a w o n
6584,name,MARANAO,ŋaran,ŋ a r a n
6676,name,MASBATENYO,ŋaran,ŋ a r a n
6768,name,MINANGALI LOWER TANUDAN KALINGA,ŋadan,ŋ a d a n
6860,name,MOKSHA,ljem,l j e m
6952,name,MOLBOG,ŋadan,ŋ a d a n
7044,name,MONGOLIAN,nir,n i r
7136,name,MORO MAGINDANAU,ŋalan,ŋ a l a n
7228,name,NORTHERN CATANDUANES,ŋaran,ŋ a r a n
7320,name,NORTHERN SORSOGON,ŋaran,ŋ a r a n
7412,name,OAS,ŋaran,ŋ a r a n
7504,name,PALAWANO BATAK,ŋaran,ŋ a r a n
7596,name,PANGASINAN,ŋaran,ŋ a r a n
7688,name,PANGUTARAN SAMA,on,o n
7780,name,PROTO PALAWAN,ŋaran,ŋ a r a n
7872,name,QUEZON PALAWAN,ŋaran,ŋ a r a n
7964,name,ROMBLOMANON 2,tawag,t a w a g
8056,name,SAMAL,oon,oo n
8148,name,SAMBAL BOTOLAN,ŋalan,ŋ a l a n
8240,name,SANGIL SARANGANI ISLANDS,aleŋ,a l e ŋ
8332,name,SEDANG,inai,i n a i
8424,name,SIBUTU SOUTHERN SAMA,,
8516,name,SOGODNIN BORACAY,ŋaran,ŋ a r a n
8608,name,SOUTH SAAMI,nomə,n o m ə
8700,name,SOUTHERN CATANDUANES,ŋalan,ŋ a l a n
8792,name,SOUTHERN SORSOGON,ŋaran,ŋ a r a n
8884,name,SOUTHWEST PALAWANO,ŋaran,ŋ a r a n
8976,name,SPANISH,nombre,n o m b r e
9068,name,SUBANON SIOCON,ŋalan,ŋ a l a n
9160,name,SUBANUN SINDANGAN,ŋalan,ŋ a l a n
9252,name,SURIGAONON,ŋajan,ŋ a j a n
9344,name,TAGABAWA,ŋadan,ŋ a d a n
9436,name,TAGABILI,boluj,b o l u j
9528,name,TAGALOG,paŋalan,p a ŋ a l a n
9620,name,TAGBANWA ABORLAN,ŋaran,ŋ a r a n
9712,name,TAGBANWA KALAMIAN,aran,a r a n
9804,name,TAUSUG,ŋan,ŋ a n
9896,name,TIMUGON MURUT,galan,g a l a n
9988,name,TIRURAY,dawet,d a w e t
10080,name,TURKISH,isim,i s i m
10172,name,UGARITIC,Sm,m
10264,name,UMIRAY DUMAGET AGTA,ŋalan,ŋ a l a n
10356,name,WARAY WARAY,ŋaran,ŋ a r a n
10448,name,YAKAN,alen,a l e n
10540,name,YOGAD,nagan,n a g a n
10632,name,ZAMBOANGUENO,nombre,n o m b r e
10724,name,IMOROD,ŋaran,ŋ a r a n
10816,name,BABUYAN,ŋaran,ŋ a r a n
10908,name,BISAYA SABAH,naran,n a r a n
11000,name,CAPIZNON,ŋalan,ŋ a l a n
11092,name,FINALLIG,ŋadan,ŋ a d a n
11184,name,HILIGAYNON,ŋalan,ŋ a l a n
11276,name,INABAKNON,aron,a r o n
11368,name,KALAGAN KAAGAN,ŋan,ŋ a n
11460,name,KANKANAEY,ŋadan,ŋ a d a n
11552,name,MANDAYAN BOSO,galan,g a l a n
11644,name,MANDAYAN ISLAM PISO,gaan,g aa n
11736,name,SINAUNA,ŋaran,ŋ a r a n
11828,name,SOUTHERN KALINGA,ŋaCan,ŋ a a n
53,neck,AGTA,,
145,neck,AKLANON,,
237,neck,ARTA,,
329,neck,ATTA PAMPLONA,,
421,neck,BAJAU WEST COAST,,
513,neck,BALANGAW,,
605,neck,BALANGINGI SAMA,,
697,neck,BANTON BANTOANON,,
789,neck,BASQUE,lepo,l e p o
881,neck,BATAK PALAWAN,,
973,neck,BILAAN KORONADAL,,
1065,neck,BILAAN SARANGANI,,
1157,neck,BONGGI,,
1249,neck,BONTOC GUINAANG,,
1341,neck,BUHI,,
1433,neck,BUKIDNON BINUKID,liʔug,l i ʔ u g
1525,neck,BUTUANON,,
1617,neck,CAIJIA,,
1709,neck,CEBUANO,,
1801,neck,CENTRAL TAGBANWA,,
1893,neck,CUYONON,,
1985,neck,DARAGA,,
2077,neck,DUMAGAT CASIGURAN,,
2169,neck,DUPANINGAN AGTA,,
2261,neck,ENGLISH,nEk,n k
2353,neck,ESKAYAN,,
2445,neck,ESTONIAN,kael,k a e l
2537,neck,FINNISH,kaula,k a u l a
2629,neck,FUZHOU CHINESE,,
2721,neck,GADDANG,,
2813,neck,HANUNOO,liʔug,l i ʔ u g
2905,neck,HIGAONON BINUKID,liʔug,l i ʔ u g
2997,neck,HUNGARIAN,5ak,a k
3089,neck,IBANAG,,
3181,neck,IDAAN,,
3273,neck,IFUGAO AMGANAD,,
3365,neck,IFUGAO BATAD,,
3457,neck,IFUGAO BAYNINAN,,
3549,neck,ILOKANO,,
3641,neck,ILONGOT KAKIDUGEN,,
3733,neck,INIBALOI,,
3825,neck,IRANUN,,
3917,neck,IRIGA,,
4009,neck,ISNAG,,
4101,neck,ITAWIT,,
4193,neck,ITNEG BINONGAN,,
4285,neck,JAPANESE,kubi,k u b i
4377,neck,KADAZAN,,
4469,neck,KAGAYANEN,,
4561,neck,KALAGAN,,
4653,neck,KALINGA GUINAANG,,
4745,neck,KALINGA LIMOS,,
4837,neck,KALLAHAN KAYAPA PROPER,,
4929,neck,KANKANAY NORTHERN,,
5021,neck,KAPAMPANGAN,batal,b a t a l
5113,neck,KINARAY A,,
5205,neck,KOREAN,mok,m o k
5297,neck,LEGAZPI,,
5389,neck,LIBON,,
5481,neck,LIVE,,
5573,neck,MAMANWA,,
5665,neck,MANIDE,,
5757,neck,MANOBO ATA,,
5849,neck,MANOBO DIBABAWON,,
5941,neck,MANOBO ILIANEN,,
6033,neck,MANOBO KALAMANSIG COTABATO,,
6125,neck,MANOBO SARANGANI,,
6217,neck,MANOBO TIGWA,,
6309,neck,MANOBO WESTERN BUKIDNON,,
6401,neck,MANSAKA,,
6493,neck,MAPUN,,
6585,neck,MARANAO,,
6677,neck,MASBATENYO,,
6769,neck,MINANGALI LOWER TANUDAN KALINGA,,
6861,neck,MOKSHA,sjaldaz,s j a l d a z
6953,neck,MOLBOG,,
7045,neck,MONGOLIAN,,
7137,neck,MORO MAGINDANAU,,
7229,neck,NORTHERN CATANDUANES,,
7321,neck,NORTHERN SORSOGON,,
7413,neck,OAS,,
7505,neck,PALAWANO BATAK,,
7597,neck,PANGASINAN,,
7689,neck,PANGUTARAN SAMA,,
7781,neck,PROTO PALAWAN,,
7873,neck,QUEZON PALAWAN,,
7965,neck,ROMBLOMANON 2,,
8057,neck,SAMAL,,
8149,neck,SAMBAL BOTOLAN,,
8241,neck,SANGIL SARANGANI ISLANDS,,
8333,neck,SEDANG,ronoŋ,r o n o ŋ
8425,neck,SIBUTU SOUTHERN SAMA,,
8517,neck,SOGODNIN BORACAY,,
8609,neck,SOUTH SAAMI,,
8701,neck,SOUTHERN CATANDUANES,,
8793,neck,SOUTHERN SORSOGON,,
8885,neck,SOUTHWEST PALAWANO,,
8977,neck,SPANISH,kwejo,kw e j o
9069,neck,SUBANON SIOCON,,
9161,neck,SUBANUN SINDANGAN,,
9253,neck,SURIGAONON,,
9345,neck,TAGABAWA,,
9437,neck,TAGABILI,,
9529,neck,TAGALOG,leg,l e g
9621,neck,TAGBANWA ABORLAN,,
9713,neck,TAGBANWA KALAMIAN,,
9805,neck,TAUSUG,,
9897,neck,TIMUGON MURUT,,
9989,neck,TIRURAY,,
10081,neck,TURKISH,bojun,b o j u n
10173,neck,UGARITIC,,
10265,neck,UMIRAY DUMAGET AGTA,,
10357,neck,WARAY WARAY,,
10449,neck,YAKAN,,
10541,neck,YOGAD,,
10633,neck,ZAMBOANGUENO,,
10725,neck,IMOROD,zagaw,z a g a w
10817,neck,BABUYAN,,
10909,neck,BISAYA SABAH,,
11001,neck,CAPIZNON,,
11093,neck,FINALLIG,,
11185,neck,HILIGAYNON,,
11277,neck,INABAKNON,,
11369,neck,KALAGAN KAAGAN,,
11461,neck,KANKANAEY,,
11553,neck,MANDAYAN BOSO,,
11645,neck,MANDAYAN ISLAM PISO,,
11737,neck,SINAUNA,,
11829,neck,SOUTHERN KALINGA,,
54,new,AGTA,bagu,b a g u
146,new,AKLANON,bagʔuh,b a g ʔ u h
238,new,ARTA,buru,b u r u
330,new,ATTA PAMPLONA,bagu,b a g u
422,new,BAJAU WEST COAST,,
514,new,BALANGAW,kaʔʔamma,k a a mm a
606,new,BALANGINGI SAMA,bahaʔu,b a h a ʔ u
698,new,BANTON BANTOANON,bagʔo,b a g ʔ o
790,new,BASQUE,berri,b e rr i
882,new,BATAK PALAWAN,baʔgu,b a ʔ g u
974,new,BILAAN KORONADAL,falami,f a l a m i
1066,new,BILAAN SARANGANI,falami,f a l a m i
1158,new,BONGGI,baru,b a r u
1250,new,BONTOC GUINAANG,balo,b a l o
1342,new,BUHI,bagʔu,b a g ʔ u
1434,new,BUKIDNON BINUKID,bagʔu,b a g ʔ u
1526,new,BUTUANON,bago,b a g o
1618,new,CAIJIA,Sin,i n
1710,new,CEBUANO,bagu,b a g u
1802,new,CENTRAL TAGBANWA,bago,b a g o
1894,new,CUYONON,bagoʔ,b a g o ʔ
1986,new,DARAGA,baʔgu,b a ʔ g u
2078,new,DUMAGAT CASIGURAN,biguʔ,b i g u ʔ
2170,new,DUPANINGAN AGTA,biguʔ,b i g u ʔ
2262,new,ENGLISH,nu,n u
2354,new,ESKAYAN,tibil,t i b i l
2446,new,ESTONIAN,us,u s
2538,new,FINNISH,uusi,uu s i
2630,new,FUZHOU CHINESE,8iŋ,i ŋ
2722,new,GADDANG,bawu,b a w u
2814,new,HANUNOO,badʔu,b a d ʔ u
2906,new,HIGAONON BINUKID,bagʔu,b a g ʔ u
2998,new,HUNGARIAN,idʒ,i dʒ
3090,new,IBANAG,bagu,b a g u
3182,new,IDAAN,bagku,b a g k u
3274,new,IFUGAO AMGANAD,paʔʔala,p a a l a
3366,new,IFUGAO BATAD,paʔʔamma,p a a mm a
3458,new,IFUGAO BAYNINAN,balu,b a l u
3550,new,ILOKANO,baro,b a r o
3642,new,ILONGOT KAKIDUGEN,bəgu,b ə g u
3734,new,INIBALOI,bado,b a d o
3826,new,IRANUN,bagu,b a g u
3918,new,IRIGA,bagu,b a g u
4010,new,ISNAG,baru,b a r u
4102,new,ITAWIT,bEhu,b u
4194,new,ITNEG BINONGAN,,
4286,new,JAPANESE,ataraSi,a t a r a i
4378,new,KADAZAN,vagu,v a g u
4470,new,KAGAYANEN,bagʔu,b a g ʔ u
4562,new,KALAGAN,bagu,b a g u
4654,new,KALINGA GUINAANG,aʔʔopja,a o p j a
4746,new,KALINGA LIMOS,bagu,b a g u
4838,new,KALLAHAN KAYAPA PROPER,ballu,b a ll u
4930,new,KANKANAY NORTHERN,balo,b a l o
5022,new,KAPAMPANGAN,baju,b a j u
5114,new,KINARAY A,bagʔo,b a g ʔ o
5206,new,KOREAN,sEroun,s r o u n
5298,new,LEGAZPI,baʔgu,b a ʔ g u
5390,new,LIBON,bagu,b a g u
5482,new,LIVE,uc,u c
5574,new,MAMANWA,bagʔo,b a g ʔ o
5666,new,MANIDE,beʔgi,b e ʔ g i
5758,new,MANOBO ATA,iam,i a m
5850,new,MANOBO DIBABAWON,bajaʔ,b a j a ʔ
5942,new,MANOBO ILIANEN,bəhu,b ə h u
6034,new,MANOBO KALAMANSIG COTABATO,magtu,m a g t u
6126,new,MANOBO SARANGANI,kaliŋ,k a l i ŋ
6218,new,MANOBO TIGWA,bagʔu,b a g ʔ u
6310,new,MANOBO WESTERN BUKIDNON,bəgu,b ə g u
6402,new,MANSAKA,bagu,b a g u
6494,new,MAPUN,bahau,b a h a u
6586,new,MARANAO,bego,b e g o
6678,new,MASBATENYO,bago,b a g o
6770,new,MINANGALI LOWER TANUDAN KALINGA,kaka8a,k a k a a
6862,new,MOKSHA,od,o d
6954,new,MOLBOG,bagu,b a g u
7046,new,MONGOLIAN,Sin,i n
7138,new,MORO MAGINDANAU,bagu,b a g u
7230,new,NORTHERN CATANDUANES,baʔgu,b a ʔ g u
7322,new,NORTHERN SORSOGON,bagʔu,b a g ʔ u
7414,new,OAS,baʔgu,b a ʔ g u
7506,new,PALAWANO BATAK,bagu,b a g u
7598,new,PANGASINAN,balo,b a l o
7690,new,PANGUTARAN SAMA,bahu,b a h u
7782,new,PROTO PALAWAN,baʔgu,b a ʔ g u
7874,new,QUEZON PALAWAN,baʔgu,b a ʔ g u
7966,new,ROMBLOMANON 2,bagʔu,b a g ʔ u
8058,new,SAMAL,bahaʔu,b a h a ʔ u
8150,new,SAMBAL BOTOLAN,bajo,b a j o
8242,new,SANGIL SARANGANI ISLANDS,buru,b u r u
8334,new,SEDANG,neo,n e o
8426,new,SIBUTU SOUTHERN SAMA,bahau,b a h a u
8518,new,SOGODNIN BORACAY,badjo,b a d j o
8610,new,SOUTH SAAMI,orə,o r ə
8702,new,SOUTHERN CATANDUANES,bagʔu,b a g ʔ u
8794,new,SOUTHERN SORSOGON,bagʔu,b a g ʔ u
8886,new,SOUTHWEST PALAWANO,bago,b a g o
8978,new,SPANISH,nuevo,n u e v o
9070,new,SUBANON SIOCON,bogu,b o g u
9162,new,SUBANUN SINDANGAN,bəgu,b ə g u
9254,new,SURIGAONON,bago,b a g o
9346,new,TAGABAWA,mantu,m a n t u
9438,new,TAGABILI,lomih,l o m i h
9530,new,TAGALOG,bago,b a g o
9622,new,TAGBANWA ABORLAN,baʔgu,b a ʔ g u
9714,new,TAGBANWA KALAMIAN,bakluʔ,b a k l u ʔ
9806,new,TAUSUG,baʔguh,b a ʔ g u h
9898,new,TIMUGON MURUT,agu,a g u
9990,new,TIRURAY,antu,a n t u
10082,new,TURKISH,jeni,j e n i
10174,new,UGARITIC,Xd8,d
10266,new,UMIRAY DUMAGET AGTA,bowon,b o w o n
10358,new,WARAY WARAY,bago,b a g o
10450,new,YAKAN,baʔahu,b a ʔ a h u
10542,new,YOGAD,bagu,b a g u
10634,new,ZAMBOANGUENO,nwebo,nw e b o
10726,new,IMOROD,vajo,v a j o
10818,new,BABUYAN,bajo,b a j o
10910,new,BISAYA SABAH,agu,a g u
11002,new,CAPIZNON,,
11094,new,FINALLIG,fiaro,f i a r o
11186,new,HILIGAYNON,bago,b a g o
11278,new,INABAKNON,bagʔo,b a g ʔ o
11370,new,KALAGAN KAAGAN,bagu,b a g u
11462,new,KANKANAEY,balo,b a l o
11554,new,MANDAYAN BOSO,bagu,b a g u
11646,new,MANDAYAN ISLAM PISO,bagu,b a g u
11738,new,SINAUNA,baʔju,b a ʔ j u
11830,new,SOUTHERN KALINGA,ara,a r a
55,night,AGTA,hiklom,h i k l o m
147,night,AKLANON,gabiʔih,g a b i ʔ i h
239,night,ARTA,biŋuet,b i ŋ u e t
331,night,ATTA PAMPLONA,gabi,g a b i
423,night,BAJAU WEST COAST,soŋom,s o ŋ o m
515,night,BALANGAW,labi,l a b i
607,night,BALANGINGI SAMA,saŋom,s a ŋ o m
699,night,BANTON BANTOANON,gabʔe,g a b ʔ e
791,night,BASQUE,gau,g a u
883,night,BATAK PALAWAN,dələm,d ə l ə m
975,night,BILAAN KORONADAL,butaŋ,b u t a ŋ
1067,night,BILAAN SARANGANI,butaŋ,b u t a ŋ
1159,night,BONGGI,raobi,r a o b i
1251,night,BONTOC GUINAANG,labi,l a b i
1343,night,BUHI,gaʔbi,g a ʔ b i
1435,night,BUKIDNON BINUKID,daluman,d a l u m a n
1527,night,BUTUANON,dum,d u m
1619,night,CAIJIA,sa,s a
1711,night,CEBUANO,gabiʔi,g a b i ʔ i
1803,night,CENTRAL TAGBANWA,dilim,d i l i m
1895,night,CUYONON,gabiʔ,g a b i ʔ
1987,night,DARAGA,gaʔbi,g a ʔ b i
2079,night,DUMAGAT CASIGURAN,kələp,k ə l ə p
2171,night,DUPANINGAN AGTA,kalap,k a l a p
2263,night,ENGLISH,nEit,n i t
2355,night,ESKAYAN,kloper,k l o p e r
2447,night,ESTONIAN,o,o
2539,night,FINNISH,jə,j ə
2631,night,FUZHOU CHINESE,maŋmuo,m a ŋ m u o
2723,night,GADDANG,gapi,g a p i
2815,night,HANUNOO,jabi,j a b i
2907,night,HIGAONON BINUKID,daluman,d a l u m a n
2999,night,HUNGARIAN,edʒ,e dʒ
3091,night,IBANAG,gabi,g a b i
3183,night,IDAAN,gabpi,g a b p i
3275,night,IFUGAO AMGANAD,nahadom,n a h a d o m
3367,night,IFUGAO BATAD,mahdom,m a h d o m
