phoneme,n_languages,freq,IDF
dzʼ,1,4.610419548178884e-4,7.682021510826875
dzː,5,0.002305209774089442,6.072583598392774
dzˠ,1,4.610419548178884e-4,7.682021510826875
dz̤,2,9.220839096357768e-4,6.988874330266929
dz̪,2,9.220839096357768e-4,6.988874330266929
dz̺,1,4.610419548178884e-4,7.682021510826875
dɮ,3,0.0013831258644536654,6.583409222158765
dɾ,2,9.220839096357768e-4,6.988874330266929
dʑ,53,0.024435223605348087,3.711729597274753
dʑᶣ,1,4.610419548178884e-4,7.682021510826875
dʱ,8,0.0036883356385431073,5.602579969147039
dʲ,35,0.016136468418626097,4.126673449337461
dʷ,20,0.009220839096357769,4.6862892372728835
